clbid,credits,crsid,department,enrolled,instructors,level,max,name,number,pn,prerequisites,revisions,semester,status,term,type,year
0000105771,1.0,0000000175,BIO,"[""Independent research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, a student conceives and performs a research project leading to the production of a major piece of work such as a research paper or poster presentation. Independent research requires permission of a supervisor and completion of an independent research form available at the Registrar's Office or its Web site.""]",0,0/0,['Staff'],300,999,IR/,398,False,False,"[{'_updated': '2016-04-25T21:43:46.504155+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.607183+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.012218+00:00', 'enroll': '0', 'max': '999'}, {'_updated': '2018-11-02T04:18:36.548175+00:00', 'firstyear': None}]",1,O,20161,Independent Research,Research,2016
0000105774,1.0,0000000920,NEURO,0,['Staff'],300,5,IR/,398,False,False,"[{'_updated': '2016-04-25T21:43:46.505854+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.607865+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.013078+00:00', 'enroll': '0', 'max': '5'}]",1,O,20161,Independent Research,Research,2016
0000105776,1.0,0000000236,CLASS,0,['Staff'],300,999,IR/,398,False,False,"[{'_updated': '2016-04-25T21:43:46.507677+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.608541+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.013893+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Research,Research,2016
0000105781,1.0,0000001101,PHYS,0,['Staff'],300,999,IR/,398,False,False,"[{'_updated': '2016-04-25T21:43:46.509697+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.609215+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.014728+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Research,Research,2016
0000105782,1.0,0000000307,CSCI,"['Recent projects, usually executed by individuals, but occasionally in small groups, and coordinated with ongoing undergraduate research projects, include cluster-assisted computer vision for robots, parallel computing incomputer science education, and middleware for interdisciplinary web applications.']",0,['Staff'],300,999,IR/,398,False,False,"[{'_updated': '2016-04-25T21:43:46.511205+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.609912+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.015621+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Research,Research,2016
0000105785,1.0,0000000467,ENVST,0,['WRI'],['Staff'],300,999,IR/,398,False,False,"[{'_updated': '2016-04-25T21:43:46.513947+00:00', 'locations': []}, {'_updated': '2016-09-28T06:12:30.354987+00:00', 'instructors': ['Staff'], 'name': 'IR/'}, {'_updated': '2016-10-06T11:31:18.028223+00:00', 'instructors': ['Paul T. Jackson'], 'name': 'IR/Sci Instruments/Enviro Problems'}, {'_updated': '2018-07-12T16:51:36.610650+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.016500+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Research,Research,2016
0000105787,1.0,0000000692,IS,0,['Staff'],300,999,IR/,398,False,False,"[{'_updated': '2016-04-25T21:43:46.515000+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.611367+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.017462+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Research,Research,2016
0000105797,1.0,0000000234,CLASS,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.516102+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.612039+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.018637+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105798,1.0,0000000544,GREEK,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.517078+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.612714+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.019537+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105799,1.0,0000000687,IS,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.518320+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.613387+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.020401+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105800,1.0,0000000717,LATIN,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.519997+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.614057+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.021248+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105801,1.0,0000000943,NURS,['Does not count toward the major.'],0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.521175+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.614949+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.022098+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105802,1.0,0000001342,SPAN,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.522271+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.615840+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.022929+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105803,1.0,0000001367,SWRK,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.523176+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.616598+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.023745+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105804,1.0,0000001410,STAT,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.524069+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.617287+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.024544+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105805,1.0,0000000796,MEDIA,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.524928+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.617965+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.025626+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105806,1.0,0000000669,JAPAN,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.526027+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.618719+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.026424+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105807,1.0,0000001283,RUSST,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.527331+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.619401+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.027210+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Research,2016
0000105808,1.0,0000000249,CHIN,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.528889+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.620077+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.028012+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105809,1.0,0000000012,AMST,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.530454+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.620750+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.028808+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105810,1.0,0000001091,PHYS,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.531603+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.621535+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.029814+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105811,1.0,0000000523,GERM,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.532543+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.622209+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.030670+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105812,1.0,0000000277,ECON,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.533439+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.622922+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.031496+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105814,1.0,0000000094,ASIAN,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.535230+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.623595+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.032344+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105815,1.0,0000001058,ESTH,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.536366+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.624266+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.033161+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105816,1.0,0000000644,HSPST,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.537810+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.624938+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.033960+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105817,1.0,0000000205,CHEM,0,0/0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.539648+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.625612+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.034777+00:00', 'enroll': '0', 'max': '999'}, {'_updated': '2018-11-02T04:18:36.564840+00:00', 'firstyear': None}]",1,O,20161,Independent Study,Research,2016
0000105818,1.0,0000000375,DANCE,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.541452+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.626285+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.035592+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105819,1.0,0000000625,HIST,1,['Eric J. Fure-Slocum'],200,999,IS/History of Chicago,298,False,False,"[{'_updated': '2016-04-25T21:43:46.542546+00:00', 'locations': []}, {'_updated': '2016-09-28T06:12:30.371636+00:00', 'instructors': ['Staff'], 'name': 'IS/'}, {'_updated': '2018-07-12T16:51:36.626994+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.036408+00:00', 'enroll': '1', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105820,1.0,0000000314,EDUC,0,0/0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.543447+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.627843+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.037290+00:00', 'enroll': '0', 'max': '999'}, {'_updated': '2018-11-02T04:18:36.566793+00:00', 'firstyear': None, 'sophomore': None}]",1,0/0,O,20161,Independent Study,Research,2016
0000105821,1.0,0000000491,FREN,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.545640+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.628683+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.038095+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105822,1.0,0000000300,CSCI,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.546699+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.629443+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.038903+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105823,1.0,0000000785,MGMT,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.548444+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.630128+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.039726+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105824,1.0,0000000154,BIO,"[""Independent study allows students to study in an area not covered in the regular biology course offerings. The student undertakes substantial independent study in a defined biological field, meets regularly with faculty supervisor, and prepares some form of presentation of the material learned. The student must obtain permission of supervisor and complete an independent study form available from the Registrar's Office or its Web site.""]",0,0/0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.550101+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.630880+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.040600+00:00', 'enroll': '0', 'max': '999'}, {'_updated': '2018-11-02T04:18:36.569395+00:00', 'firstyear': None}]",1,O,20161,Independent Study,Research,2016
0000105825,1.0,0000000654,FAMST,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.551766+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.631566+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.041431+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105827,1.0,0000001179,PSYCH,"['This opportunity to investigate in depth a topic of interest, typically culminating in a library research-based paper, is strongly recommended as preparation for PSYCH 398. Offered each semester. Prerequisite: PSYCH 125, at least three courses in the department, and permission of instructor; PSYCH 230 is strongly recommended.']",0,['Staff'],200,999,IS/,298,False,"PSYCH 125, at least three courses in the department, and permission of instructor; PSYCH 230 is strongly recommended.","[{'_updated': '2016-04-25T21:43:46.552795+00:00', 'locations': []}, {'_updated': '2018-02-03T00:01:55.446884+00:00', 'prerequisites': 'Prerequisite: PSYCH 125, at least three courses in the department, and permission of instructor; PSYCH 230 is strongly recommended.'}, {'_updated': '2018-07-12T16:51:36.632273+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.042310+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105828,1.0,0000000932,NORW,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.553720+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.632970+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.043141+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105829,1.0,0000018613,AFAM,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.554602+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.633644+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.044316+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105830,1.0,0000000708,ID,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.555500+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.634319+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.045136+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105831,1.0,0000000847,MUSIC,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.556394+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.635040+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.045983+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105832,1.0,0000026171,WMGST,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.557278+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.635716+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.046820+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105834,1.0,0000000069,ART,"['Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.', 'Prerequisites: (for art history) two upper-division courses in area of study.']",0,['Staff'],200,999,IS/,298,False,"Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.
Prerequisites: (for art history) two upper-division courses in area of study.","[{'_updated': '2016-04-25T21:43:46.558366+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.636416+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.047725+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105835,1.0,0000000986,PHIL,0,['WRI'],['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.559639+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.637108+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.048565+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105837,1.0,0000000465,ENVST,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.561271+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.637789+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.049410+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105840,1.0,0000001316,SOAN,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.562810+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.638645+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.050454+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105843,1.0,0000027399,LAMST,0,['WRI'],R,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.564192+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.639375+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.051340+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105845,1.0,0000001276,RUSSN,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.565123+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.640413+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.052300+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105849,1.0,0000001395,THEAT,['Prerequisite: at least three previous courses in department.'],0,['Staff'],200,999,IS/,298,False,at least three previous courses in department.,"[{'_updated': '2016-04-25T21:43:46.566224+00:00', 'locations': []}, {'_updated': '2018-02-03T00:01:55.458586+00:00', 'prerequisites': 'Prerequisite: at least three previous courses in department.'}, {'_updated': '2018-07-12T16:51:36.641440+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.053137+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105851,1.0,0000000752,MATH,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.567104+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.642497+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.054108+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105855,1.0,0000027330,RACE,0,R,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.568008+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.643558+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.054965+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105857,1.0,0000000434,ENGL,['Students pursue an independent topic of study with a faculty director.'],0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.568938+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.644598+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.055823+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105858,1.0,0000001239,REL,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.570194+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.645628+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.056659+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105863,1.0,0000000918,NEURO,0,['Staff'],200,999,IS/,298,False,False,"[{'_updated': '2016-04-25T21:43:46.571315+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.646711+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.057513+00:00', 'enroll': '0', 'max': '999'}]",1,O,20161,Independent Study,Research,2016
0000105865,0.5,0000000342,EDUC,"[""In this reflective capstone course, teacher candidates reflect upon the influences that technology, cultural diversity, personal health, and chemical abuse have upon schooling, home life, community stability, and, ultimately, their own students' achievement. Student teachers examine school governance and administration, finance, contemporary issues, and employment preparation. Students build upon student teaching to determine the essential knowledge and skills of educators as change agents and their future roles as first-year teachers. Student teachers only. Offered each semester.""]",19,0/0,['Robert W. McClure'],0/0,300,30,Issues in Education,385,"[{'day': 'Mo', 'end': '16:00', 'location': 'TBA', 'start': '08:00'}, {'day': 'Tu', 'end': '16:00', 'location': 'TBA', 'start': '08:00'}, {'day': 'We', 'end': '16:00', 'location': 'TBA', 'start': '08:00'}, {'day': 'Th', 'end': '16:00', 'location': 'TBA', 'start': '08:00'}, {'day': 'Fr', 'end': '16:00', 'location': 'TBA', 'start': '08:00'}]",False,False,"[{'_updated': '2016-04-25T21:43:46.573488+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.647846+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.058424+00:00', 'enroll': '19', 'max': '30'}, {'_updated': '2018-11-02T04:18:36.583610+00:00', 'firstyear': None, 'junior': None, 'sophomore': None}]",1,0/0,O,20161,Research,2016
0000105885,1.0,0000001218,REL,"['This survey of the historical, cultural, and theological developments within Judaism pays special attention to major periods and themes in Jewish life and thought, as well as to contemporary Judaism. Counts toward middle eastern studies concentration. Prerequisite: sophomore status or higher. Open to first-year students with permission of the instructor.']",12,['HWC'],['Mara H. Benjamin'],200,24,Judaism,248,"[{'day': 'Tu', 'end': '14:45', 'location': 'OM 020', 'start': '13:20'}, {'day': 'Th', 'end': '15:35', 'location': 'OM 020', 'start': '14:15'}]",False,sophomore status or higher. Open to first-year students with permission of the instructor.,"[{'_updated': '2016-04-25T21:43:46.583131+00:00', 'locations': []}, {'_updated': '2018-02-03T00:01:55.468761+00:00', 'prerequisites': 'Prerequisite: sophomore status or higher. Open to first-year students with permission of the instructor.'}, {'_updated': '2018-07-12T16:51:36.649032+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.059393+00:00', 'enroll': '12', 'max': '24'}]",1,O,20161,Research,2016
0000105886,1.0,0000001368,SWRK,"['This course immediately precedes SWRK 380. The course provides an overview of how structural oppression across cultural positions (e.g. race, sexuality, ability, class) may affect client systems. Students integrate awareness, knowledge, and skills for engaging in anti-oppressive, inclusive practice with individuals, families, groups, organizations, and communities. This includes role plays assisting clients who are challenged by oppression as part of their presenting problems and brief immersions with diverse communities. Offered annually in September. Counts toward race and ethnic studies major and concentration. Prerequisite: SWRK 261. For senior majors only.']",17,0/0,['Susan E. Smalling'],0/0,300,22,Just Practice,"['Open to rising senior Social Work majors only.', 'This course includes an academic civic engagement (ACE) component.']",373,"[{'day': 'Mo', 'end': '10:00', 'location': 'RNS 356A', 'start': '08:00'}, {'day': 'We', 'end': '10:00', 'location': 'RNS 356A', 'start': '08:00'}, {'day': 'Fr', 'end': '10:00', 'location': 'RNS 356A', 'start': '08:00'}, {'day': 'Mo', 'end': '13:50', 'location': 'RNS 356A', 'start': '11:50'}, {'day': 'We', 'end': '13:50', 'location': 'RNS 356A', 'start': '11:50'}, {'day': 'Fr', 'end': '13:50', 'location': 'RNS 356A', 'start': '11:50'}, {'day': 'Th', 'end': '10:50', 'location': 'RNS 356A', 'start': '08:00'}, {'day': 'Th', 'end': '14:00', 'location': 'RNS 356A', 'start': '11:30'}]",False,SWRK 261. For senior majors only.,"[{'_updated': '2016-04-25T21:43:46.586145+00:00', 'locations': []}, {'_updated': '2018-02-03T00:01:55.469972+00:00', 'prerequisites': 'Prerequisite: SWRK 261. For senior majors only.'}, {'_updated': '2018-07-12T16:51:36.650278+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.060435+00:00', 'enroll': '17', 'max': '22'}, {'_updated': '2018-10-19T04:12:34.593304+00:00', 'firstyear': None}, {'_updated': '2018-10-28T04:15:12.190370+00:00', 'firstyear': '17/22', 'senior': None}, {'_updated': '2018-11-02T04:18:36.585979+00:00', 'firstyear': None, 'junior': None, 'sophomore': None}]",1,17/22,0/0,O,20161,Research,2016
0000105891,1.0,0000000980,PHIL,"['This course considers the relationships between moral principles, law, and the practice of governments. Topics may include the ""Just War"" debate, censorship, property rights and distributive justice, natural law, political liberalism and its critics, whether governments should act in accordance with specific moral principles or remain neutral, the tensions between individual rights and the good of the community, and the role of religion in public life. Offered annually. Prerequisite: completion of BTS-T or permission of instructor.']",22,0/0,"['EIN', 'WRI']",['Kathryn R. Swanson'],200,25,"Law, Politics, and Morality","['Prerequisite: Completion of BTS-T or permission of instructor.', 'Open only to rising seniors and juniors during web registration.']",254,"[{'day': 'Tu', 'end': '11:00', 'location': 'TOH 310', 'start': '09:35'}, {'day': 'Th', 'end': '10:50', 'location': 'TOH 310', 'start': '09:30'}]",False,completion of BTS-T or permission of instructor.,"[{'_updated': '2016-04-25T21:43:46.588410+00:00', 'locations': []}, {'_updated': '2016-06-25T06:18:56.431383+00:00', 'instructors': ['Staff']}, {'_updated': '2016-09-09T11:31:34.457241+00:00', 'status': 'O'}, {'_updated': '2018-02-03T00:01:55.471203+00:00', 'prerequisites': 'Prerequisite: completion of BTS-T or permission of instructor.'}, {'_updated': '2018-07-12T16:51:36.651598+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:30.061471+00:00', 'enroll': '22', 'max': '25'}, {'_updated': '2018-11-02T04:18:36.587197+00:00', 'firstyear': None, 'sophomore': None}]",A,1,1/0,C,20161,Research,2016
